eqnet_equipment_id,large_category_id,large_category_name,category_id,category_name_raw,category_small_name,equipment_count_hint,source_total,candidate_count,has_conflict
694,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
695,50,専用測定装置,51,オージェ電子分光装置(AES) (4 台),オージェ電子分光装置(AES),4,4,1,False
709,168,遺伝子・ゲノム,169,DNAシーケンサー(サンガ―法) (30 台),DNAシーケンサー(サンガ―法),30,30,1,False
712,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
713,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
714,120,培養/恒温恒湿度器/滅菌機機,122,CO2/O2インキュベーター (8 台),CO2/O2インキュベーター,8,8,1,False
715,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
717,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
718,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
719,74,物性計測/成分分析,76,光散乱光度計(ポリマー分子量・ゼータ電位・粒子径)(MALS他) (13 台),光散乱光度計(ポリマー分子量・ゼータ電位・粒子径)(MALS他),13,13,1,False
720,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
721,26,光分析装置,29,"光電子分光装置 (XPS, UPS, ESCA, PYS) (17 台)","光電子分光装置 (XPS, UPS, ESCA, PYS)",17,17,1,False
723,168,遺伝子・ゲノム,171,マイクロアレイ解析システム (10 台),マイクロアレイ解析システム,10,10,1,False
725,126,フローサイトメトリー(FCM)/細胞分離,127,セルソーター (32 台),セルソーター,32,32,1,False
728,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
731,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
732,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
735,50,専用測定装置,56,光合成蒸散測定装置 (1 台),光合成蒸散測定装置,1,1,1,False
736,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
737,168,遺伝子・ゲノム,174,リアルタイムPCR装置 (40 台),リアルタイムPCR装置,40,40,1,False
738,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
739,83,分離分析装置,86,液体クロマトグラフ(HPLC/UPLC) (34 台),液体クロマトグラフ(HPLC/UPLC),34,34,1,False
741,120,培養/恒温恒湿度器/滅菌機機,123,回転/振とう培養器 (16 台),回転/振とう培養器,16,16,1,False
742,83,分離分析装置,86,液体クロマトグラフ(HPLC/UPLC) (34 台),液体クロマトグラフ(HPLC/UPLC),34,34,1,False
743,83,分離分析装置,86,液体クロマトグラフ(HPLC/UPLC) (34 台),液体クロマトグラフ(HPLC/UPLC),34,34,1,False
744,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
745,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
746,10,核磁気共鳴装置(NMR),20,600MHz NMR装置 (28 台),600MHz NMR装置,28,28,1,False
754,26,光分析装置,28,蛍光分光装置(FL) (26 台),蛍光分光装置(FL),26,26,1,False
755,83,分離分析装置,86,液体クロマトグラフ(HPLC/UPLC) (34 台),液体クロマトグラフ(HPLC/UPLC),34,34,1,False
758,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
760,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
761,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
762,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
765,106,画像撮影/解析,111,ソフトウェア (6 台),ソフトウェア,6,6,1,False
803,39,構造解析/元素分析,47,電子スピン共鳴装置(ESR) (34 台),電子スピン共鳴装置(ESR),34,34,1,False
804,130,質量分析装置(MS),131,二重収束型MS (17 台),二重収束型MS,17,17,1,False
805,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
806,10,核磁気共鳴装置(NMR),20,600MHz NMR装置 (28 台),600MHz NMR装置,28,28,1,False
807,10,核磁気共鳴装置(NMR),20,600MHz NMR装置 (28 台),600MHz NMR装置,28,28,1,False
815,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
817,50,専用測定装置,59,全有機体炭素計(TOC) (5 台),全有機体炭素計(TOC),5,5,1,False
819,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
824,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
825,106,画像撮影/解析,112,化学発光・蛍光撮影装置(CCDカメラタイプ) (18 台),化学発光・蛍光撮影装置(CCDカメラタイプ),18,18,1,False
827,130,質量分析装置(MS),140,ハイブリッドTOF-MS (12 台),ハイブリッドTOF-MS,12,12,1,False
828,74,物性計測/成分分析,76,光散乱光度計(ポリマー分子量・ゼータ電位・粒子径)(MALS他) (13 台),光散乱光度計(ポリマー分子量・ゼータ電位・粒子径)(MALS他),13,13,1,False
829,26,光分析装置,28,蛍光分光装置(FL) (26 台),蛍光分光装置(FL),26,26,1,False
830,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
831,130,質量分析装置(MS),132,LC-MS/LC-MS-MS (23 台),LC-MS/LC-MS-MS,23,23,1,False
832,130,質量分析装置(MS),136,LC-MS/LC-MS-MS(ハイブリッド) (14 台),LC-MS/LC-MS-MS(ハイブリッド),14,14,1,False
833,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
838,26,光分析装置,34,蛍光・発光マイクロプレートリーダー (24 台),蛍光・発光マイクロプレートリーダー,24,24,1,False
839,26,光分析装置,35,吸光プレートリーダー (2 台),吸光プレートリーダー,2,2,1,False
843,39,構造解析/元素分析,44,蛍光X線装置 (37 台),蛍光X線装置,37,37,1,False
845,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
846,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
847,106,画像撮影/解析,108,化学発光・蛍光撮影装置(スキャナタイプ) (13 台),化学発光・蛍光撮影装置(スキャナタイプ),13,13,1,False
848,130,質量分析装置(MS),140,ハイブリッドTOF-MS (12 台),ハイブリッドTOF-MS,12,12,1,False
849,168,遺伝子・ゲノム,175,デジタルPCR装置装置 (9 台),デジタルPCR装置装置,9,9,1,False
850,26,光分析装置,28,蛍光分光装置(FL) (26 台),蛍光分光装置(FL),26,26,1,False
851,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
852,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
853,7,ペプチド/タンパク解析装置,9,プロテインシーケンサー (4 台),プロテインシーケンサー,4,4,1,False
854,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
855,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
856,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
857,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
858,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
859,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
861,144,光学顕微鏡/病理,155,染色/包埋/ミクロトーム (30 台),染色/包埋/ミクロトーム,30,30,1,False
862,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
863,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
870,178,実験施設,185,その他 (36 台),その他,36,36,1,False
871,126,フローサイトメトリー(FCM)/細胞分離,127,セルソーター (32 台),セルソーター,32,32,1,False
872,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
876,116,分子間相互作用解析装置,117,表面プラズモン共鳴(SPR) (7 台),表面プラズモン共鳴(SPR),7,7,1,False
878,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
879,130,質量分析装置(MS),137,GC-MS/GC-TOF-MS (18 台),GC-MS/GC-TOF-MS,18,18,1,False
881,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
882,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
884,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
885,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
886,10,核磁気共鳴装置(NMR),18,500MHz NMR装置 (44 台),500MHz NMR装置,44,44,1,False
888,10,核磁気共鳴装置(NMR),20,600MHz NMR装置 (28 台),600MHz NMR装置,28,28,1,False
889,39,構造解析/元素分析,44,蛍光X線装置 (37 台),蛍光X線装置,37,37,1,False
890,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
891,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
892,130,質量分析装置(MS),138,GC-MS(その他) (13 台),GC-MS(その他),13,13,1,False
893,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
894,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
895,10,核磁気共鳴装置(NMR),18,500MHz NMR装置 (44 台),500MHz NMR装置,44,44,1,False
896,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
897,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
898,74,物性計測/成分分析,76,光散乱光度計(ポリマー分子量・ゼータ電位・粒子径)(MALS他) (13 台),光散乱光度計(ポリマー分子量・ゼータ電位・粒子径)(MALS他),13,13,1,False
899,74,物性計測/成分分析,77,水分測定装置/水分活性測定 (2 台),水分測定装置/水分活性測定,2,2,1,False
902,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
904,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
905,144,光学顕微鏡/病理,145,デジタルマイクロスコープ (15 台),デジタルマイクロスコープ,15,15,1,False
908,69,電気泳動装置,70,キャピラリー電気泳動装置 (13 台),キャピラリー電気泳動装置,13,13,1,False
909,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
910,39,構造解析/元素分析,43,マスイメージング装置(MS imaging) (2 台),マスイメージング装置(MS imaging),2,2,1,False
911,130,質量分析装置(MS),134,LC-MS/LC-MS-MS(四重極) (13 台),LC-MS/LC-MS-MS(四重極),13,13,1,False
912,126,フローサイトメトリー(FCM)/細胞分離,128,セルアナライザー (17 台),セルアナライザー,17,17,1,False
913,126,フローサイトメトリー(FCM)/細胞分離,128,セルアナライザー (17 台),セルアナライザー,17,17,1,False
914,144,光学顕微鏡/病理,151,超解像顕微鏡 (6 台),超解像顕微鏡,6,6,1,False
915,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
916,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
918,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
923,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
927,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
928,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
929,10,核磁気共鳴装置(NMR),21,600MHz 固体NMR装置 (9 台),600MHz 固体NMR装置,9,9,1,False
930,10,核磁気共鳴装置(NMR),24,800MHz NMR装置 (6 台),800MHz NMR装置,6,6,1,False
932,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
933,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
938,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
943,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
944,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
946,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
948,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
949,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
950,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
951,130,質量分析装置(MS),141,その他 (35 台),その他,35,35,1,False
955,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
956,26,光分析装置,32,旋光分散計・円ニ色性分散計 (20 台),旋光分散計・円ニ色性分散計,20,20,1,False
957,26,光分析装置,32,旋光分散計・円ニ色性分散計 (20 台),旋光分散計・円ニ色性分散計,20,20,1,False
958,26,光分析装置,34,蛍光・発光マイクロプレートリーダー (24 台),蛍光・発光マイクロプレートリーダー,24,24,1,False
959,188,成膜・蒸着・膜厚測定,189,エリプソメーター (14 台),エリプソメーター,14,14,1,False
960,126,フローサイトメトリー(FCM)/細胞分離,127,セルソーター (32 台),セルソーター,32,32,1,False
963,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
965,39,構造解析/元素分析,48,"粉末・薄膜X線回折、小角散乱(XRD, SAXS) (37 台)","粉末・薄膜X線回折、小角散乱(XRD, SAXS)",37,37,1,False
970,168,遺伝子・ゲノム,172,遺伝子導入装置 (12 台),遺伝子導入装置,12,12,1,False
972,168,遺伝子・ゲノム,174,リアルタイムPCR装置 (40 台),リアルタイムPCR装置,40,40,1,False
973,26,光分析装置,34,蛍光・発光マイクロプレートリーダー (24 台),蛍光・発光マイクロプレートリーダー,24,24,1,False
974,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
976,116,分子間相互作用解析装置,117,表面プラズモン共鳴(SPR) (7 台),表面プラズモン共鳴(SPR),7,7,1,False
