seq,doc_id,name,org_name,category_general,category_detail,papers_count
2324,kQxShm0ot2uaDFTvtNj5,レシオビーム分光光度計,北海道大学,分光分析装置_HU (Spectroscopic Analysis Equipment),None,3
2325,EbRyE5Fl2zhcC7728Wcz,レビューSEM,産業技術総合研究所,,,3
2326,0mZKmsP29XBp872vSW0n,レーザーアブレーション ICP-MS,九州大学 中央分析センター(筑紫地区),,,3
2327,J11Y1bNZsLy282yekEkk,レーザーアブレーション ICP-MS,九州大学 中央分析センター部局管理装置(筑紫地区),,,3
2328,YsTEbNPR9WqE2T7m5AZJ,レーザーアブレーション ICP-MS,九州大学 中央分析センター(伊都地区),,,3
2329,j5x90JufqOhY04fiD3Q1,レーザーアブレーション ICP-MS,九州大学 人間環境学研究院部局管理装置,,,3
2330,twdCYY3jPIr2ERShADj5,レーザーアブレーション ICP-MS,九州大学 工学研究院部局管理装置,,,3
2331,BXrqEOb2zFpIEAm7J7ty,レーザーアブレーション-レーザー誘起ブレークダウン分光-誘導結合プラズマ質量分析装置,北海道大学,その他 (Others),その他_ (Others),3
2332,QxWI7gsrca1xHL8WeghO,レーザーイオン化飛行時間型質量分析装置(MALDI-TOF/MS) (島津 MALDI-8020),広島大学 自然科学研究支援開発センター 機器共用・分析部門,質量分析計(MS),,3
2333,yZSnAHCSq7XRgMKex44R,レーザーマイクロダイセクション (Laser microdissection),大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,バイオ関連,レーザー装置,3
2334,6tHCaB7HuQPiIfHmCwMU,レーザーマイクロダイセクション DM6000B,東京大学,研究設備,,3
2335,oat2vPs9mkQcEzbiZtPn,レーザーマイクロダイセクションシステム,北海道大学,顕微鏡(光学)_HU (Optical Microscopes),None,3
2336,KvWVwqTnt9TwTNW46eip,レーザーマイクロダイセクション顕微鏡 PALM Microbeam,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2337,Ba3MzPcKCW6775yaXInP,レーザーメタンmini,北海道大学,分光分析装置_HU (Spectroscopic Analysis Equipment),None,3
2338,zneUtI8EKjaeaAiVFRRZ,レーザーラマン分光光度計 (NRS-4100),北見工業大学 共用設備センター,分析・計測・試料作製関連,光分析装置,3
2339,g05CyihksQRVPvMDBc6i,レーザーラマン分光光度計 LRS,長岡技術科学大学 分析計測センター,分析計測センター,共同利用機器および設備,3
2340,2ayNvnI21ra9Pkb6v0zB,レーザーラマン分光光度計(NRS-3100KK),九州大学 中央分析センター(筑紫地区),,,3
2341,8SiM3jpUdyPQMqVchTcU,レーザーラマン分光光度計(NRS-3100KK),九州大学 中央分析センター(伊都地区),,,3
2342,AonM20MwxABhwdvkiBuK,レーザーラマン分光光度計(NRS-3100KK),九州大学 工学研究院部局管理装置,,,3
2343,rJeSVUAX2mS4NYHJbGmf,レーザーラマン分光光度計(NRS-3100KK),九州大学 中央分析センター部局管理装置(筑紫地区),,,3
2344,LPfEq41S7A0HeHUrF4bK,レーザーラマン分光装置 Nanofinder 30,九州大学 中央分析センター(筑紫地区),,,3
2345,Q82wwTJjUqp7T5kfDSit,レーザーラマン分光装置 Nanofinder 30,九州大学 人間環境学研究院部局管理装置,,,3
2346,YFfwjcJxXMKa9FC1tXe6,レーザーラマン分光装置 Nanofinder 30,九州大学 中央分析センター部局管理装置(筑紫地区),,,3
2347,gp2ck0Ylh1g6ll2vWYyX,レーザーラマン分光装置 Nanofinder 30,九州大学 中央分析センター(伊都地区),,,3
2348,mIlEBVXbFilx7ubhdyqt,レーザーラマン分光装置 Nanofinder 30,九州大学 工学研究院部局管理装置,,,3
2349,GiO2ROwrnUpAVZiESKKi,レーザー共焦点顕微鏡,熊本大学工学部附属工学研究機器センター,ULSIプロセス実験室およびULSIプロセス評価室,,3
2350,jhL2dKXgSVqRwPJScp3J,レーザー加工機 HAJIMECL1PLUS,北海道大学,その他_HU (Others),None,3
2351,XxI7KLYZHrBYDESnlrEp,レーザー回折/散乱式粒子径分布測定装置（SLS）,宇都宮大学 研究推進機構 機器分析センター,機器分析センター 管理・運用設備,物性評価装置群,3
2352,LVPjsbeLboZH43LAgkhf,レーザー回折式粒度分布計 LD,長岡技術科学大学 分析計測センター,分析計測センター,共同利用機器および設備,3
2353,gckX0Wsf2D4EaUtgbs7r,レーザー描画装置,北海道大学,微細加工・表面加工装置 (Microfabrication & Surface Processing Equipment),光露光装置 (Photolithography System),3
2354,ujbJTilwXkSCrGpCbkqA,レーザー走査共焦点ラマン顕微鏡装置,北海道大学,分光分析装置_HU (Spectroscopic Analysis Equipment),None,3
2355,KDVYG1lwJM49FSaq1y2Q,レーザー露光装置 一式,東京工業大学,半導体・MEMS加工,前工程装置 / 露光・描画装置,3
2356,bMSKy3NAnsMFjdOrtWGL,レーザー顕微鏡,北海道大学,顕微鏡(光学) (Optical Microscopes),レーザー顕微鏡 (Laser Microscope),3
2357,pev6vHTyho4oHoO8avHr,レーザ回折式粒度分布測定装置 (SALD-2100),北見工業大学 共用設備センター,分析・計測・試料作製関連,粒子径・粒度分布測定装置,3
2358,x0Vxdj0iBjpCc2VUr9Gz,レーザ描画装置,東京工業大学,半導体・MEMS加工,前工程装置 / 露光・描画装置,3
2359,U9o44JmxD0A28rIiGd9o,ロバスト温室向け太陽熱利用システム機器,北海道大学,その他_HU (Others),None,3
2360,7JIndth0CuPCWj5oaUwJ,ロングリード シーケンサー (Oxford Nanopore PromethION 24),広島大学 自然科学研究支援開発センター 機器共用・分析部門,DNAシーケンサー (DNA) (関連機器も含む),,3
2361,DoaPBlQXiyYRbXx0et55,ロング光量子センサー Line quantum,東京大学,研究設備,,3
2362,oS18SubETZHneJECR8L3,ロータリーエバポ,北海道大学,その他_HU (Others),None,3
2363,FgBZNekuPNkcjrFOhpUA,ロータリーエバポレーター,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
2364,Dl6kSH9Crp55FDMSuuPe,ロータリーエバポレーター (ウォーターバス無し) R-200C,鹿児島大学 先端科学研究推進センター 機器分析部門,機器分析部門,理工系総合研究棟６Ｆ,3
2365,Pzmpiw8Wc2nBjiQOn6R4,ロータリーミクロトーム,北海道大学,前処理装置 (Sample Preparation Equipment),ミクロトーム(平滑断面・薄切片作製装置) (Microtome (Smooth Section / Thin Section Preparation System)),3
2366,BajZHN5NlSS2feDTY2YN,ロードロック室,東京工業大学,半導体・MEMS加工,前工程装置 / 薄膜形成装置,3
2367,8gc5PhZbWssqQbx4zB4w,ワイパー式メモリーDO計,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
2368,MbLh6OHutDEkWZz4cV1q,ワイパー式メモリー水温塩分計,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
2369,Y1LulhjOTkzON0YgRcq0,ワイパー式メモリー水温塩分計,北海道大学,その他_HU (Others),None,3
2370,Uc75ibHp4EaIqSj57B3J,"ワイヤボンディング装置 モデル4KE （WestBond, Inc.(米国)）",京都大学 工学部・大学院工学研究科,電気系,,3
2371,H17gbDYm2zn7JwkxFSYX,"ワイヤボンディング装置 モデル7476D （WestBond, Inc.(米国)）",京都大学 工学部・大学院工学研究科,電気系,,1
2372,rOolAbxmBN0wgHNuSOyy,ワイヤーソー,名古屋工業大学,分析装置・機器紹介,FIB-SEM室,3
2373,qM9O17M10HJKIs8C9hWV,ワイヤーボンダー（2F）,産業技術総合研究所,観察・計測・分析,,3
2374,8Qxz5yi5mKMkbSoTTkK5,ワイヤ放電加工機,北海道大学,微細加工・表面加工装置_HU (Microfabrication & Surface Processing Equipment),None,3
2375,VrAnuKqzJ61PTRgf2rxE,ワンショット3D形状測定機,山梨大学 機器分析センター,形状観察,形状測定,3
2376,jcNiRBPGbJPSJ6bnVGL9,ワンショット3D形状測定機,北海道大学,顕微鏡(光学) (Optical Microscopes),その他の光学顕微鏡 (Other Optical Microscopes),3
2377,jgGqAYHS7xCj6uaabVDC,一体型遠心濃縮システム,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
2378,fqF4o786MQZXX9pLai48,一酸化窒素ガス分析装置,北海道大学,その他_HU (Others),None,3
2379,updbhZrsYpfbyZ2BboZK,一酸化窒素ガス分析装置 NIOX VERO,北海道大学,その他_HU (Others),None,3
2380,KpMbSY2kGIZTtgj9IHjH,万能ロータリーミクロトーム RM2145,東京大学,研究設備,,3
2381,Ocd2OTfi521ylB6YxVuC,万能写真顕微鏡 AXIOPHOT,筑波大学 オープンファシリティー推進機構,専用測定装置,,3
2382,zYd6SmJ96EQu6vXU9BH3,万能工具研削盤 (C-40),北見工業大学 共用設備センター,工作・加工関連,研削盤,3
2383,czZcMvrIrsfwylzLxTjw,万能試験機,北海道大学,物性測定装置_HU (Physical Property Measurement Equipment),None,3
2384,m3pvzLAOQc3T0rnycUQR,万能試験機,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
2385,XC8jggHVrZuP8xlOvTX4,万能試験機 (UH-F１０００KNX),北見工業大学 共用設備センター,分析・計測・試料作製関連,その他,3
2386,4gO3Y6tNrcA5ZkIGGXSa,万能試験機(UH-2000kNXR),九州大学 中央分析センター部局管理装置(筑紫地区),,,3
2387,DPtFU5tLKevz6DEro2uY,万能試験機(UH-2000kNXR),九州大学 工学研究院部局管理装置,,,3
2388,SmhBTDkbnMEQ4FBzxqeM,万能試験機(UH-2000kNXR),九州大学 人間環境学研究院部局管理装置,,,3
2389,U4OGZFMWoW9oVI3jnNly,万能試験機(UH-2000kNXR),九州大学 中央分析センター(伊都地区),,,3
2390,wTKEnZJ7Es6e972miDlB,万能試験機(UH-2000kNXR),九州大学 中央分析センター(筑紫地区),,,3
2391,0a4za0EI2CUSp1qmIrJY,万能試験機(UH-500kNX),九州大学 中央分析センター部局管理装置(筑紫地区),,,3
2392,7Q4thi2t5BBinI7NiLAO,万能試験機(UH-500kNX),九州大学 中央分析センター(筑紫地区),,,3
2393,NHt9UoYWr7d5Q14PebsB,万能試験機(UH-500kNX),九州大学 中央分析センター(伊都地区),,,3
2394,SzGuyKfPbDxp4b557d8d,万能試験機(UH-500kNX),九州大学 人間環境学研究院部局管理装置,,,3
2395,vIKRnOJnq2vgH3oGbzmL,万能試験機(UH-500kNX),九州大学 工学研究院部局管理装置,,,3
2396,kD11gTAzGmuX1ND54FAd,三次元粗さ解析走査電子顕微鏡,九州工業大学 機器分析センター,機器分析センター,,3
2397,VmAbGnBFVclTEdAkRY5l,三次元透過電子顕微鏡 3D-TEM,長岡技術科学大学 分析計測センター,分析計測センター,共同負担・共同管理機器および設備,3
2398,vRjtrlPmsqFiekfd7N1i,両面マスクアライナ,北海道大学,微細加工・表面加工装置 (Microfabrication & Surface Processing Equipment),光露光装置 (Photolithography System),3
2399,czGmGn2vHRT9vlZWfwT6,中低温示差熱分析装置（DSC200F3）,物質・材料研究機構 NIMS Open Facility,分析・計測,物性評価,3
2400,WWzugOmND5cPHUEqVST9,中圧液体クロマトグラフィー,北海道大学,クロマトグラフ_HU (Chromatography Equipment),None,3
2401,smUL1VbdEccvSmvc6qIO,中型エバポレーター N-4100 200V外,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
2402,rseIfqUec6oKIH5zyXOM,中型恒温振とう培養機 BR-300LF,新潟大学 農学部,生命科学機器,恒温・高温・低温装置,3
2403,x5QhhROfcKY20o89cMZn,中型恒温振とう培養機 BR-43FH・MR,東京工業大学,ライフサイエンス,培養 / -,3
2404,jIQtM4XpvChpZ3eNvHax,中型恒温振とう培養機 BR-43FL,新潟大学 農学部,生命科学機器,恒温・高温・低温装置,3
2405,jOAnC9mamF7lpZR4oBik,中型恒温振とう培養機 BR-43FL・MR,東京工業大学,ライフサイエンス,培養 / -,3
2406,9KJRfkwX5fJJfZazgT9F,中性子マルチピンホールコリメーター,北海道大学,その他_HU (Others),None,3
2407,19R4YvX3KuxiIQjACLDA,中性子捕獲ガンマ線測定用Ge検出器,東京工業大学,計測・測定,電磁波・粒子線 / 放射線,3
2408,o1AF4QzwEaDVJ0PDemdt,中性子捕獲ガンマ線測定用NaI(Tl)検出器,東京工業大学,計測・測定,電磁波・粒子線 / 放射線,3
2409,GU42zBLN13FyLm2U7uIV,中性子温度イメージング昇温チャンバ ー,北海道大学,その他_HU (Others),None,3
2410,JwJyGOjMer7yx7klDiDH,中性子発生ターゲットステーション,北海道大学,その他_HU (Others),None,3
2411,064YwKoDxMzSgpxVn0fl,二光子共焦点レーザー顕微鏡 (Carl Zeiss LSM 510 Meta NLO),九州大学 中央分析センター(伊都地区),,,3
2412,6GeVhNZJF1FycF3jSlfR,二光子共焦点レーザー顕微鏡 (Carl Zeiss LSM 510 Meta NLO),九州大学 人間環境学研究院部局管理装置,,,3
2413,6VRiNn3xK3MQXCK0xRfL,二光子共焦点レーザー顕微鏡 (Carl Zeiss LSM 510 Meta NLO),九州大学 中央分析センター部局管理装置(筑紫地区),,,3
2414,kE3ZruIlvlEuWQYS3hCL,二光子共焦点レーザー顕微鏡 (Carl Zeiss LSM 510 Meta NLO),九州大学 中央分析センター(筑紫地区),,,3
2415,rYu0MlT8SmbetcFRMFBr,二光子共焦点レーザー顕微鏡 (Carl Zeiss LSM 510 Meta NLO),九州大学 工学研究院部局管理装置,,,3
2416,VD1b5MAID8FkRvfmtwTh,二次イオン質量分析器 SIMS,熊本大学工学部附属工学研究機器センター,ULSIプロセス実験室およびULSIプロセス評価室,,3
2417,73AnItnpAcQL88eoqG6p,二次イオン質量分析装置（D-SIMS）,産業技術総合研究所,観察・計測・分析,,3
2418,3uFyt9LkoCPzNoZY7e2i,二波長線源型高分解能単結晶X線構造解析装置,九州大学 中央分析センター(伊都地区),,,3
2419,9R8zabiPGakQOHcNpJe4,二波長線源型高分解能単結晶X線構造解析装置,九州大学 工学研究院部局管理装置,,,3
2420,BDSjJXZxPFnTSc9fC71g,二波長線源型高分解能単結晶X線構造解析装置,九州大学 人間環境学研究院部局管理装置,,,3
2421,OjEyhMa2FxkAiyFV6ZeL,二波長線源型高分解能単結晶X線構造解析装置,九州大学 中央分析センター(筑紫地区),,,3
2422,ohAM2XfKhg1R9Vg33Lk8,二波長線源型高分解能単結晶X線構造解析装置,九州大学 中央分析センター部局管理装置(筑紫地区),,,3
2423,Pfxla0bjri0E03PYjh2O,二酸化炭素溶解塔,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
2424,jv4C5HqyyaORIHAX7cNC,二酸化炭素溶解塔(VP50),北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
2425,6At06NUTMCaKXMo8tH2V,二酸化炭素溶解塔（VP50）,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
2426,6f0VK6jcgbSVnbxShnvH,二重収束型ICP質量分析装置（ELEMENT XR）,物質・材料研究機構 NIMS Open Facility,分析・計測,質量分析,3
2427,OKWuZNMpq36iHEPtIc8R,二重収束型質量分析装置（GC付）,東京工業大学,分析,電磁気分析装置 / 質量分析装置,3
2428,DL7TWWOzFjRhK7MTuh9d,二重収束型質量分析計 （Sector-MS）,奈良先端科学技術大学院大学 マテリアル先端リサーチインフラ事業,質量分析,,3
2429,YNU-GCMS_JMS600,二重収束型質量分析計，ガスクロマトグラフ質量分析計,横浜国立大学 機器分析評価センター,研究設備,,3
2430,I6tyaR3GehcSaJQZ3Kpw,二重収束質量分析計JMS-700,九州大学 工学研究院部局管理装置,,,3
2431,UMQsUobP0gn8VNaxICm5,二重収束質量分析計JMS-700,九州大学 中央分析センター(伊都地区),,,3
2432,mdWDmmb4DWBAp3mBAtA6,二重収束質量分析計JMS-700,九州大学 人間環境学研究院部局管理装置,,,3
2433,qT6AhVu7mMIbXxEqb9f7,二重収束質量分析計JMS-700,九州大学 中央分析センター(筑紫地区),,,3
2434,sY4obW9IiDE89wQw5Wxp,二重収束質量分析計JMS-700,九州大学 中央分析センター部局管理装置(筑紫地区),,,3
2435,jYNmihmMnT7weejrrWfQ,二重収束質量分析計（DI-MS）,三重大学 研究基盤推進機構 先端科学研究支援センター オープンイノベーション施設,質量分析装置,,3
